"State","Year","Adults who Engage in No Leisure-time Exercise (%)"
"NJ",2011,34.1
"MO",2019,34.1
"MS",2011,34.1
"AZ",2014,34.1
"MS",2011,34.1
"MS",2015,34.1
"OK",2013,34.1
"NY",2015,34.1
"SC",2016,34.1
"IA",2021,34.1
"NJ",2021,34.1
"GA",2022,34.1
"OR",2018,34.2
"WA",2020,34.2
"GA",2017,34.2
"MS",2017,34.2
"ME",2017,34.2
"SC",2017,34.2
"SD",2012,34.2
"NJ",2015,34.2
"MO",2013,34.2
"MO",2015,34.2
"HI",2017,34.2
"DE",2017,34.2
"SC",2017,34.2
"TN",2014,34.2
"LA",2014,34.2
"MS",2019,34.2
"TX",2019,34.2
"KY",2019,34.2
"DE",2015,34.2
"OK",2011,34.2
"NC",2011,34.2
"AL",2012,34.2
"PA",2013,34.2
"ND",2015,34.2
"MN",2013,34.2
"AR",2015,34.2
"MS",2016,34.2
"MI",2021,34.2
"ME",2021,34.2
"TX",2021,34.2
"AL",2022,34.2
"MT",2022,34.2
"NM",2022,34.2
"VA",2022,34.2
"NH",2018,34.3
"NC",2017,34.3
"NH",2020,34.3
"OK",2020,34.3
"IN",2017,34.3
"LA",2017,34.3
"SD",2011,34.3
"WI",2013,34.3
"LA",2015,34.3
"TX",2011,34.3
"AL",2019,34.3
"ND",2011,34.3
"NE",2019,34.3
"ND",2013,34.3
"NY",2019,34.3
"SC",2019,34.3
"NJ",2013,34.3
"MS",2019,34.3
"KY",2019,34.3
"TN",2019,34.3
"NE",2019,34.3
"RI",2019,34.3
"WV",2012,34.3
"WI",2013,34.3
"VA",2011,34.3
"OH",2014,34.3
"VA",2015,34.3
"MI",2014,34.3
"OR",2011,34.3
"CT",2011,34.3
"RI",2012,34.3
"WV",2014,34.3
"RI",2016,34.3
"TN",2016,34.3
"NE",2016,34.3
"MO",2022,34.3
"LA",2021,34.3
"KY",2022,34.3
"LA",2022,34.3
"SD",2022,34.3
"PA",2018,34.4
"IA",2018,34.4
"WY",2020,34.4
"NJ",2020,34.4
"AR",2020,34.4
"ND",2020,34.4
"GA",2020,34.4
"KY",2020,34.4
"NJ",2017,34.4
"AL",2017,34.4
"IN",2011,34.4
"GA",2012,34.4
"DE",2015,34.4
"KY",2017,34.4
"NJ",2013,34.4
"LA",2015,34.4
"KS",2014,34.4
"MI",2015,34.4
"MI",2013,34.4
"KY",2019,34.4
"MA",2012,34.4
"AZ",2011,34.4
"KS",2011,34.4
"MI",2019,34.4
"WA",2019,34.4
"SD",2019,34.4
"KY",2011,34.4
"TN",2014,34.4
"AR",2011,34.4
"SD",2019,34.4
"MS",2012,34.4
"CT",2012,34.4
"AZ",2013,34.4
"TN",2015,34.4
"SD",2012,34.4
"TN",2011,34.4
"MO",2015,34.4
"GA",2013,34.4
"WV",2012,34.4
"AR",2013,34.4
"AK",2014,34.4
"AZ",2016,34.4
"WV",2016,34.4
"MA",2016,34.4
"ND",2021,34.4
"TN",2021,34.4
"WV",2022,34.4
"KY",2018,34.5
"KY",2018,34.5
"IN",2018,34.5
"PA",2020,34.5
"KY",2020,34.5
"SC",2020,34.5
"IN",2017,34.5
"KY",2017,34.5
"CA",2013,34.5
"WV",2012,34.5
"LA",2012,34.5
"MS",2015,34.5
"WV",2017,34.5
"PA",2011,34.5
"MI",2014,34.5
"WV",2012,34.5
"CT",2019,34.5
"IL",2019,34.5
"TN",2019,34.5
"IA",2011,34.5
"NV",2013,34.5
"AZ",2012,34.5
"AR",2011,34.5
"RI",2011,34.5
"NV",2015,34.5
"MN",2015,34.5
"WI",2011,34.5
"GA",2016,34.5
"FL",2016,34.5
"TN",2016,34.5
"AR",2022,34.5
"NV",2022,34.5
"TX",2022,34.5
"AL",2020,34.6
"SD",2018,34.6
"OK",2018,34.6
"MS",2018,34.6
"WV",2018,34.6
"DE",2018,34.6
"WV",2020,34.6
"IL",2020,34.6
"OH",2020,34.6
"WI",2017,34.6
"OH",2017,34.6
"KS",2017,34.6
"HI",2015,34.6
"VT",2014,34.6
"KY",2011,34.6
"GA",2014,34.6
"AR",2017,34.6
"VA",2013,34.6
"ID",2013,34.6
"NV",2019,34.6
"KY",2013,34.6
"WA",2011,34.6
"MT",2013,34.6
"NV",2013,34.6
"AR",2011,34.6
"MI",2015,34.6
"WV",2013,34.6
"WV",2013,34.6
"MS",2015,34.6
"OH",2012,34.6
"TX",2015,34.6
"AR",2011,34.6
"LA",2015,34.6
"WI",2013,34.6
"TX",2016,34.6
"OK",2016,34.6
"MS",2021,34.6
"OK",2021,34.6
"CA",2021,34.6
"AR",2022,34.6
"OK",2022,34.6
"HI",2016,34.7
"AL",2020,34.7
"IN",2020,34.7
"LA",2020,34.7
"AR",2017,34.7
"IN",2017,34.7
"MD",2012,34.7
"AR",2015,34.7
"MD",2017,34.7
"OH",2014,34.7
"VA",2017,34.7
"WI",2012,34.7
"DE",2017,34.7
"AL",2019,34.7
"TN",2013,34.7
"ID",2012,34.7
"VA",2015,34.7
"AR",2019,34.7
"ND",2011,34.7
"ID",2014,34.7
"CO",2014,34.7
"LA",2019,34.7
"MA",2013,34.7
"NE",2013,34.7
"RI",2019,34.7
"MA",2011,34.7
"MS",2012,34.7
"PA",2011,34.7
"WV",2015,34.7
"TX",2015,34.7
"SC",2012,34.7
"LA",2015,34.7
"OK",2013,34.7
"AR",2015,34.7
"KY",2013,34.7
"NE",2011,34.7
"NM",2013,34.7
"NC",2013,34.7
"HI",2011,34.7
"IA",2015,34.7
"KS",2011,34.7
"DE",2016,34.7
"NE",2021,34.7
"MO",2021,34.7
"GA",2021,34.7
"MT",2021,34.7
"CT",2021,34.7
"AR",2022,34.7
"OK",2022,34.7
"CO",2020,34.8
"IA",2020,34.8
"OK",2017,34.8
"NY",2017,34.8
"IN",2017,34.8
"KS",2011,34.8
"PA",2012,34.8
"NV",2017,34.8
"SD",2014,34.8
"OH",2011,34.8
"WI",2015,34.8
"NV",2019,34.8
"AL",2011,34.8
"MO",2015,34.8
"NE",2011,34.8
"TX",2014,34.8
"CT",2014,34.8
"TX",2014,34.8
"TX",2013,34.8
"KY",2016,34.8
"WI",2016,34.8
"NC",2021,34.8
"LA",2022,34.8
"MA",2022,34.8
"LA",2018,34.9
"VA",2018,34.9
"MS",2020,34.9
"WV",2022,34.9
"ND",2017,34.9
"NH",2017,34.9
"AK",2013,34.9
"AL",2015,34.9
"WV",2012,34.9
"PA",2015,34.9
"ND",2013,34.9
"IN",2017,34.9
"RI",2013,34.9
"NY",2019,34.9
"VA",2015,34.9
"AZ",2015,34.9
"RI",2011,34.9
"AL",2013,34.9
"MO",2014,34.9
"TX",2013,34.9
"PA",2015,34.9
"VA",2011,34.9
"FL",2011,34.9
"AR",2016,34.9
"SC",2016,34.9
"MI",2016,34.9
"PA",2021,34.9
"ME",2021,34.9
"AL",2022,34.9
"WA",2022,34.9
"AL",2018,35
"NE",2018,35
"LA",2018,35
"AK",2020,35
"TN",2017,35
"MI",2017,35
"PA",2015,35
"NC",2011,35
"KY",2017,35
"AL",2017,35
"WV",2015,35
"TN",2019,35
"MA",2011,35
"ND",2019,35
"TX",2019,35
"IN",2019,35
"SC",2019,35
"NH",2019,35
"FL",2019,35
"ID",2019,35
"PA",2011,35
"AL",2015,35
"KY",2011,35
"KY",2014,35
"WI",2014,35
"IL",2013,35
"CT",2016,35
"WI",2021,35
"AL",2021,35
"NY",2021,35
"IA",2022,35
"NH",2022,35
"LA",2018,35.1
"DE",2018,35.1
"RI",2018,35.1
"AR",2020,35.1
"GA",2020,35.1
"MT",2017,35.1
"RI",2017,35.1
"NJ",2013,35.1
"NE",2015,35.1
"AR",2017,35.1
"MO",2017,35.1
"UT",2017,35.1
"MS",2019,35.1
"IN",2019,35.1
"IN",2019,35.1
"MA",2019,35.1
"TN",2011,35.1
"CT",2019,35.1
"NY",2013,35.1
"KS",2013,35.1
"WV",2011,35.1
"VT",2016,35.1
"ME",2021,35.1
"IN",2022,35.1
"LA",2022,35.1
"UT",2018,35.2
"WV",2018,35.2
"IL",2020,35.2
"TN",2016,35.2
"OH",2020,35.2
"GA",2017,35.2
"AZ",2017,35.2
"WV",2011,35.2
"TX",2015,35.2
"MN",2017,35.2
"KY",2015,35.2
"AL",2011,35.2
"AR",2019,35.2
"ME",2019,35.2
"NE",2019,35.2
"AL",2019,35.2
"KY",2013,35.2
"AZ",2019,35.2
"ND",2015,35.2
"TN",2011,35.2
"DE",2011,35.2
"WV",2021,35.2
"IN",2021,35.2
"TX",2021,35.2
"AR",2021,35.2
"AR",2022,35.2
"AR",2022,35.2
"NE",2022,35.2
"KY",2018,35.3
"MI",2020,35.3
"TN",2020,35.3
"MD",2020,35.3
"OK",2020,35.3
"LA",2017,35.3
"WV",2017,35.3
"AL",2011,35.3
"MS",2011,35.3
"RI",2013,35.3
"CA",2017,35.3
"WV",2013,35.3
"DE",2019,35.3
"ID",2019,35.3
"AL",2011,35.3
"IA",2019,35.3
"TX",2012,35.3
"KY",2012,35.3
"LA",2014,35.3
"AR",2013,35.3
"OH",2015,35.3
"ID",2021,35.3
"NY",2021,35.3
"MD",2021,35.3
"AK",2022,35.3
"FL",2022,35.3
"MS",2022,35.3
"MS",2018,35.4
"LA",2018,35.4
"IL",2018,35.4
"IN",2018,35.4
"CO",2018,35.4
"MA",2020,35.4
"AL",2017,35.4
"MD",2013,35.4
"RI",2012,35.4
"NV",2014,35.4
"OH",2014,35.4
"NE",2011,35.4
"WY",2019,35.4
"NY",2011,35.4
"ID",2019,35.4
"UT",2012,35.4
"LA",2019,35.4
"MN",2019,35.4
"MO",2015,35.4
"SD",2014,35.4
"LA",2015,35.4
"OK",2014,35.4
"RI",2013,35.4
"AR",2014,35.4
"MA",2014,35.4
"NJ",2012,35.4
"RI",2015,35.4
"AR",2016,35.4
"KY",2021,35.4
"WV",2021,35.4
"OK",2021,35.4
"NM",2018,35.5
"AL",2018,35.5
"NY",2020,35.5
"CT",2020,35.5
"IL",2020,35.5
"ND",2017,35.5
"LA",2013,35.5
"KY",2012,35.5
"DE",2017,35.5
"OK",2019,35.5
"LA",2019,35.5
"MN",2015,35.5
"IN",2019,35.5
"SD",2019,35.5
"KS",2019,35.5
"LA",2019,35.5
"SC",2019,35.5
"KS",2019,35.5
"OK",2012,35.5
"TN",2012,35.5
"LA",2011,35.5
"NY",2012,35.5
"ND",2016,35.5
"TN",2016,35.5
"WI",2022,35.5
"KY",2016,35.6
"DE",2018,35.6
"AR",2018,35.6
"FL",2018,35.6
"OH",2018,35.6
"OK",2020,35.6
"AL",2020,35.6
"AL",2013,35.6
"TX",2013,35.6
"CO",2015,35.6
"IN",2012,35.6
"TX",2011,35.6
"WV",2019,35.6
"OK",2019,35.6
"RI",2011,35.6
"NV",2019,35.6
"ME",2019,35.6
"NM",2012,35.6
"CT",2015,35.6
"VT",2015,35.6
"AK",2011,35.6
"NJ",2011,35.6
"RI",2011,35.6
"HI",2013,35.6
"FL",2016,35.6
"AL",2021,35.6
"PA",2021,35.6
"OH",2021,35.6
"AR",2021,35.6
"MN",2020,35.7
"TX",2020,35.7
"MS",2020,35.7
"CA",2020,35.7
"IL",2017,35.7
"NE",2017,35.7
"LA",2013,35.7
"WY",2015,35.7
"MS",2014,35.7
"NC",2013,35.7
"AR",2019,35.7
"ME",2019,35.7
"MO",2019,35.7
"TX",2014,35.7
"PA",2013,35.7
"KS",2015,35.7
"AR",2012,35.7
"NE",2013,35.7
"LA",2015,35.7
"IL",2011,35.7
"WV",2015,35.7
"MO",2016,35.7
"MI",2016,35.7
"AL",2021,35.7
"IL",2022,35.7
"WY",2018,35.8
"MA",2018,35.8
"WY",2017,35.8
"AL",2017,35.8
"TX",2013,35.8
"NE",2014,35.8
"WY",2019,35.8
"CT",2013,35.8
"DE",2014,35.8
"NV",2015,35.8
"NJ",2012,35.8
"PA",2012,35.8
"WV",2011,35.8
"NJ",2011,35.8
"KY",2016,35.8
"KY",2021,35.8
"IA",2021,35.8
"AL",2022,35.8
"GA",2022,35.8
"KY",2022,35.8
"NC",2022,35.8
"TN",2022,35.8
"AR",2018,35.9
"TX",2018,35.9
"CA",2016,35.9
"NJ",2017,35.9
"OR",2017,35.9
"IN",2017,35.9
"RI",2017,35.9
"MS",2017,35.9
"KY",2013,35.9
"OK",2015,35.9
"LA",2013,35.9
"WA",2013,35.9
"MS",2017,35.9
"AR",2017,35.9
"DE",2015,35.9
"IL",2019,35.9
"NY",2019,35.9
"UT",2019,35.9
"IA",2013,35.9
"IL",2019,35.9
"WV",2011,35.9
"AL",2015,35.9
"IN",2015,35.9
"NV",2011,35.9
"ME",2016,35.9
"IA",2016,35.9
"ID",2016,35.9
"KS",2021,35.9
"NE",2022,35.9
"NC",2018,36
"CA",2018,36
"AL",2018,36
"OK",2018,36
"TN",2018,36
"NE",2020,36
"KS",2020,36
"MO",2017,36
"NJ",2013,36
"UT",2015,36
"MS",2011,36
"ID",2019,36
"NV",2013,36
"WI",2014,36
"ND",2011,36
"WV",2015,36
"IN",2011,36
"VT",2021,36
"IL",2021,36
"MN",2021,36
"IA",2022,36
"IN",2022,36
"NE",2022,36
"NJ",2022,36
"WY",2022,36
"KY",2020,36.1
"MI",2014,36.1
"IN",2012,36.1
"MS",2014,36.1
"NY",2017,36.1
"NC",2017,36.1
"MO",2017,36.1
"IA",2015,36.1
"OK",2015,36.1
"ND",2017,36.1
"IA",2019,36.1
"HI",2019,36.1
"MO",2019,36.1
"PA",2013,36.1
"TN",2013,36.1
"LA",2012,36.1
"CO",2015,36.1
"CT",2012,36.1
"KY",2015,36.1
"MS",2012,36.1
"SD",2011,36.1
"NJ",2016,36.1
"PA",2016,36.1
"RI",2016,36.1
"DE",2021,36.1
"OK",2022,36.1
"WY",2022,36.1
"WI",2018,36.2
"NE",2020,36.2
"ND",2020,36.2
"CT",2017,36.2
"CT",2017,36.2
"ND",2017,36.2
"MS",2017,36.2
"MI",2013,36.2
"WV",2012,36.2
"SD",2014,36.2
"NM",2014,36.2
"OK",2017,36.2
"TX",2017,36.2
"WY",2013,36.2
"KY",2019,36.2
"NY",2015,36.2
"IN",2015,36.2
"AZ",2011,36.2
"DE",2013,36.2
"MO",2016,36.2
"LA",2021,36.2
"MS",2021,36.2
"AZ",2022,36.2
"SD",2022,36.2
"CT",2018,36.3
"NJ",2018,36.3
"LA",2017,36.3
"NV",2020,36.3
"FL",2020,36.3
"IA",2012,36.3
"AL",2013,36.3
"IN",2015,36.3
"AK",2014,36.3
"LA",2012,36.3
"VT",2013,36.3
"OR",2019,36.3
"MS",2019,36.3
"SC",2011,36.3
"MI",2011,36.3
"MD",2011,36.3
"OK",2012,36.3
"GA",2013,36.3
"OK",2013,36.3
"AR",2012,36.3
"IA",2012,36.3
"RI",2015,36.3
"NM",2016,36.3
"AR",2016,36.3
"PA",2016,36.3
"IN",2016,36.3
"MD",2016,36.3
"AZ",2021,36.3
"CO",2021,36.3
"FL",2016,36.4
"GA",2018,36.4
"OK",2018,36.4
"TN",2017,36.4
"AL",2018,36.4
"NJ",2020,36.4
"NE",2020,36.4
"AR",2017,36.4
"PA",2017,36.4
"KS",2017,36.4
"NJ",2017,36.4
"SC",2017,36.4
"ND",2011,36.4
"NY",2014,36.4
"MD",2014,36.4
"TN",2012,36.4
"MI",2017,36.4
"KS",2011,36.4
"KY",2019,36.4
"NJ",2013,36.4
"GA",2011,36.4
"MS",2015,36.4
"CT",2011,36.4
"AR",2013,36.4
"NJ",2021,36.4
"MT",2022,36.4
"SD",2018,36.5
"OH",2018,36.5
"CO",2020,36.5
"IA",2017,36.5
"LA",2017,36.5
"WV",2017,36.5
"MO",2011,36.5
"DE",2017,36.5
"OH",2012,36.5
"WY",2019,36.5
"WV",2019,36.5
"TN",2019,36.5
"OR",2019,36.5
"RI",2014,36.5
"SD",2011,36.5
"AL",2013,36.5
"OK",2011,36.5
"DE",2013,36.5
"KS",2012,36.5
"LA",2011,36.5
"OK",2015,36.5
"NY",2016,36.5
"MN",2016,36.5
"PA",2021,36.5
"OK",2021,36.5
"HI",2022,36.5
"NJ",2018,36.6
"GA",2018,36.6
"RI",2020,36.6
"GA",2017,36.6
"OH",2017,36.6
"MS",2017,36.6
"OK",2017,36.6
"TN",2017,36.6
"GA",2017,36.6
"WY",2011,36.6
"IN",2013,36.6
"OR",2013,36.6
"PA",2013,36.6
"OK",2017,36.6
"TX",2019,36.6
"AL",2019,36.6
"HI",2019,36.6
"SC",2019,36.6
"TN",2012,36.6
"MA",2014,36.6
"OK",2015,36.6
"IN",2013,36.6
"WI",2015,36.6
"SD",2011,36.6
"LA",2012,36.6
"AR",2012,36.6
"OK",2021,36.6
"MS",2021,36.6
"AK",2022,36.6
"AZ",2022,36.6
"MS",2022,36.6
"OR",2022,36.6
"SD",2022,36.6
"MS",2018,36.7
"VT",2018,36.7
"IA",2018,36.7
"MO",2018,36.7
"MN",2018,36.7
"AK",2020,36.7
"MS",2020,36.7
"OK",2020,36.7
"KY",2020,36.7
"WI",2020,36.7
"KS",2017,36.7
"TN",2012,36.7
"WV",2015,36.7
"MN",2011,36.7
"MN",2014,36.7
"AR",2011,36.7
"AL",2019,36.7
"MO",2019,36.7
"PA",2013,36.7
"SC",2013,36.7
"NY",2014,36.7
"MO",2013,36.7
"FL",2011,36.7
"NJ",2013,36.7
"AL",2014,36.7
"MA",2011,36.7
"LA",2013,36.7
"WV",2014,36.7
"MD",2014,36.7
"AL",2016,36.7
"AL",2016,36.7
"FL",2016,36.7
"NJ",2016,36.7
"NC",2021,36.7
"ME",2021,36.7
"WY",2021,36.7
"MD",2021,36.7
"LA",2022,36.7
"MS",2022,36.7
"OH",2018,36.8
"ID",2020,36.8
"IA",2020,36.8
"MO",2020,36.8
"OK",2020,36.8
"LA",2020,36.8
"TX",2017,36.8
"VA",2011,36.8
"KS",2014,36.8
"WV",2011,36.8
"SD",2013,36.8
"MS",2015,36.8
"AL",2019,36.8
"KY",2019,36.8
"AL",2019,36.8
"MS",2013,36.8
"IA",2013,36.8
"TN",2011,36.8
"NJ",2016,36.8
"AK",2016,36.8
"WY",2021,36.8
"IN",2021,36.8
"NY",2022,36.8
"WI",2022,36.8
"IL",2018,36.9
"OH",2018,36.9
"WV",2020,36.9
"AL",2017,36.9
"NJ",2017,36.9
"AK",2015,36.9
"NE",2017,36.9
"LA",2017,36.9
"AL",2019,36.9
"KS",2019,36.9
"WV",2011,36.9
"SD",2019,36.9
"OH",2019,36.9
"LA",2019,36.9
"LA",2019,36.9
"AL",2013,36.9
"CT",2012,36.9
"AR",2012,36.9
"NY",2012,36.9
"PA",2014,36.9
"MT",2014,36.9
"TN",2013,36.9
"PA",2015,36.9
"IL",2012,36.9
"SC",2016,36.9
"IA",2022,36.9
"ID",2022,36.9
"OK",2022,36.9
"NM",2018,37
"AL",2018,37
"KY",2020,37
"AR",2020,37
"DE",2020,37
"NV",2017,37
"WY",2017,37
"MN",2017,37
"MS",2014,37
"PA",2017,37
"MS",2011,37
"TX",2017,37
"WV",2019,37
"MS",2012,37
"VA",2019,37
"WY",2012,37
"LA",2011,37
"MA",2015,37
"AL",2014,37
"MS",2015,37
"OH",2013,37
"NC",2013,37
"KS",2012,37
"VT",2016,37
"NJ",2016,37
"WA",2021,37
"ME",2021,37
"OH",2022,37
"IN",2018,37.1
"MD",2017,37.1
"NY",2017,37.1
"OH",2017,37.1
"IA",2015,37.1
"WV",2011,37.1
"IN",2014,37.1
"VA",2017,37.1
"WV",2014,37.1
"SC",2017,37.1
"RI",2019,37.1
"SD",2019,37.1
"WV",2013,37.1
"GA",2019,37.1
"AL",2015,37.1
"MA",2012,37.1
"KS",2015,37.1
"NE",2011,37.1
"AR",2011,37.1
"NM",2011,37.1
"OH",2011,37.1
"CT",2011,37.1
"OK",2012,37.1
"AR",2016,37.1
"RI",2021,37.1
"NH",2018,37.2
"IL",2018,37.2
"IA",2018,37.2
"FL",2018,37.2
"ND",2020,37.2
"KS",2020,37.2
"GA",2020,37.2
"NJ",2017,37.2
"FL",2017,37.2
"AL",2017,37.2
"WV",2017,37.2
"OK",2015,37.2
"TN",2011,37.2
"MA",2017,37.2
"MO",2019,37.2
"PA",2019,37.2
"TN",2013,37.2
"CT",2019,37.2
"OH",2019,37.2
"KY",2019,37.2
"NY",2014,37.2
"IL",2014,37.2
"OK",2012,37.2
"KY",2012,37.2
"ID",2016,37.2
"MS",2016,37.2
"WY",2016,37.2
"AR",2021,37.2
"NY",2021,37.2
"KY",2021,37.2
"WI",2022,37.2
"WY",2022,37.2
"MN",2018,37.3
"KY",2018,37.3
"RI",2018,37.3
"NY",2020,37.3
"IN",2020,37.3
"AZ",2017,37.3
"GA",2011,37.3
"KY",2017,37.3
"WV",2017,37.3
"NM",2013,37.3
"TN",2019,37.3
"MO",2019,37.3
"MT",2019,37.3
"AZ",2012,37.3
"AR",2019,37.3
"AR",2014,37.3
"LA",2014,37.3
"MA",2012,37.3
"IN",2012,37.3
"UT",2013,37.3
"VA",2013,37.3
"NH",2012,37.3
"OH",2016,37.3
"CT",2016,37.3
"WY",2021,37.3
"DE",2022,37.3
"TX",2018,37.4
"KS",2018,37.4
"AL",2015,37.4
"AZ",2017,37.4
"OH",2017,37.4
"MA",2017,37.4
"NJ",2015,37.4
"GA",2015,37.4
"NM",2019,37.4
"NY",2019,37.4
"MD",2013,37.4
"NY",2013,37.4
"SC",2013,37.4
"KY",2015,37.4
"IA",2011,37.4
"MA",2013,37.4
"WY",2014,37.4
"MN",2011,37.4
"NH",2016,37.4
"KY",2016,37.4
"KY",2021,37.4
"MN",2021,37.4
"AL",2021,37.4
"MD",2018,37.5
"NE",2018,37.5
"IN",2020,37.5
"AZ",2020,37.5
"NC",2020,37.5
"MS",2020,37.5
"OK",2017,37.5
"LA",2014,37.5
"AZ",2013,37.5
"WV",2011,37.5
"OH",2017,37.5
"MI",2017,37.5
"MS",2011,37.5
"KY",2011,37.5
"WV",2019,37.5
"KS",2019,37.5
"MD",2012,37.5
"MO",2013,37.5
"WV",2014,37.5
"TX",2015,37.5
"NY",2012,37.5
"NC",2016,37.5
"MI",2016,37.5
"VT",2021,37.5
"TN",2018,37.6
"AL",2018,37.6
"MA",2018,37.6
"MS",2018,37.6
"ID",2020,37.6
"KY",2017,37.6
"MS",2017,37.6
"WV",2017,37.6
"NH",2015,37.6
"MN",2011,37.6
"OH",2017,37.6
"AR",2015,37.6
"WA",2019,37.6
"AZ",2012,37.6
"IL",2015,37.6
"GA",2011,37.6
"NC",2012,37.6
"MA",2016,37.6
"NH",2021,37.6
"OH",2021,37.6
"SD",2021,37.6
"NC",2022,37.6
"OH",2022,37.6
"WI",2018,37.7
"WV",2017,37.7
"AR",2017,37.7
"LA",2017,37.7
"AR",2017,37.7
"NV",2017,37.7
"ME",2014,37.7
"IL",2015,37.7
"AR",2015,37.7
"AK",2012,37.7
"MS",2019,37.7
"TN",2013,37.7
"PA",2019,37.7
"NE",2015,37.7
"OK",2011,37.7
"MO",2011,37.7
"IA",2012,37.7
"RI",2013,37.7
"KY",2015,37.7
"MD",2013,37.7
"KY",2016,37.7
"OR",2016,37.7
"CT",2021,37.7
"MS",2021,37.7
"VA",2022,37.7
"AL",2018,37.8
"DE",2020,37.8
"AR",2020,37.8
"MD",2017,37.8
"AR",2017,37.8
"IL",2017,37.8
"VT",2011,37.8
"SD",2017,37.8
"TN",2013,37.8
"NC",2019,37.8
"AR",2019,37.8
"LA",2013,37.8
"MI",2015,37.8
"OH",2013,37.8
"AL",2015,37.8
"TN",2013,37.8
"MS",2016,37.8
"NV",2016,37.8
"TN",2021,37.8
"SC",2021,37.8
"GA",2022,37.8
"NC",2018,37.9
"WV",2018,37.9
"VT",2018,37.9
"MD",2020,37.9
"RI",2020,37.9
"LA",2011,37.9
"IA",2014,37.9
"AL",2011,37.9
"VA",2012,37.9
"MS",2013,37.9
"MD",2019,37.9
"DE",2019,37.9
"AR",2015,37.9
"LA",2013,37.9
"AL",2013,37.9
"MN",2013,37.9
"DE",2013,37.9
"KY",2014,37.9
"AR",2016,37.9
"AR",2021,37.9
"CA",2022,37.9
"MI",2022,37.9
"WV",2022,37.9
"NJ",2018,38
"SC",2018,38
"MS",2018,38
"OR",2018,38
"TN",2018,38
"NH",2017,38
"GA",2017,38
"IN",2011,38
"OK",2017,38
"AR",2015,38
"ND",2019,38
"OH",2013,38
"IN",2019,38
"KY",2014,38
"CT",2011,38
"VA",2015,38
"TX",2013,38
"NJ",2014,38
"MT",2011,38
"AR",2015,38
"OK",2016,38
"AR",2016,38
"IN",2016,38
"VT",2021,38
"MN",2018,38.1
"ME",2020,38.1
"ID",2017,38.1
"WY",2015,38.1
"ND",2011,38.1
"TN",2015,38.1
"MO",2011,38.1
"MS",2011,38.1
"LA",2017,38.1
"IN",2011,38.1
"DE",2017,38.1
"TX",2017,38.1
"LA",2013,38.1
"LA",2019,38.1
"OK",2019,38.1
"VA",2014,38.1
"MS",2013,38.1
"OK",2013,38.1
"TX",2013,38.1
"ME",2016,38.1
"AR",2016,38.1
"NY",2016,38.1
"AL",2022,38.1
"VA",2018,38.2
"AL",2020,38.2
"NJ",2016,38.2
"WI",2020,38.2
"MN",2020,38.2
"MS",2020,38.2
"MS",2012,38.2
"IN",2014,38.2
"KY",2019,38.2
"MS",2019,38.2
"AK",2019,38.2
"AR",2012,38.2
"IA",2011,38.2
"MI",2014,38.2
"NC",2011,38.2
"MA",2013,38.2
"GA",2013,38.2
"MO",2011,38.2
"OH",2012,38.2
"WI",2016,38.2
"GA",2016,38.2
"MS",2016,38.2
"NC",2021,38.2
"ME",2021,38.2
"MD",2022,38.2
"MN",2022,38.2
"NC",2022,38.2
"NY",2022,38.2
"UT",2022,38.2
"IN",2018,38.3
"NY",2018,38.3
"PA",2018,38.3
"KY",2018,38.3
"OH",2020,38.3
"NJ",2017,38.3
"TN",2017,38.3
"MS",2011,38.3
"MD",2014,38.3
"OH",2014,38.3
"MS",2014,38.3
"IA",2013,38.3
"NE",2019,38.3
"AZ",2019,38.3
"AR",2019,38.3
"IA",2019,38.3
"OK",2019,38.3
"NC",2014,38.3
"AR",2012,38.3
"SC",2015,38.3
"OK",2013,38.3
"SC",2014,38.3
"OK",2015,38.3
"AR",2016,38.3
"TN",2021,38.3
"CT",2022,38.3
"TX",2022,38.3
"MT",2018,38.4
"NY",2018,38.4
"NM",2020,38.4
"AL",2020,38.4
"MD",2017,38.4
"WY",2017,38.4
"TX",2017,38.4
"WY",2013,38.4
"AR",2013,38.4
"MN",2015,38.4
"VA",2011,38.4
"DE",2017,38.4
"OH",2019,38.4
"LA",2011,38.4
"KY",2012,38.4
"VT",2013,38.4
"IN",2013,38.4
"WV",2013,38.4
"NH",2016,38.4
"WV",2021,38.4
"DE",2021,38.4
"MO",2021,38.4
"FL",2022,38.4
"IA",2022,38.4
"LA",2022,38.4
"MA",2017,38.5
"MD",2011,38.5
"DE",2015,38.5
"AL",2011,38.5
"SD",2012,38.5
"CT",2014,38.5
"ME",2019,38.5
"MS",2011,38.5
"NV",2019,38.5
"MS",2011,38.5
"VT",2012,38.5
"KS",2012,38.5
"NJ",2011,38.5
"AL",2015,38.5
"OH",2016,38.5
"TN",2016,38.5
"AZ",2016,38.5
"TN",2021,38.5
"CT",2021,38.5
"KS",2022,38.5
"NM",2022,38.5
"AK",2018,38.6
"MD",2018,38.6
"ND",2018,38.6
"OR",2020,38.6
"FL",2016,38.6
"MA",2015,38.6
"KY",2011,38.6
"OK",2013,38.6
"IN",2019,38.6
"OK",2019,38.6
"OK",2011,38.6
"PA",2014,38.6
"MS",2011,38.6
"MO",2014,38.6
"AL",2011,38.6
"ND",2015,38.6
"NC",2016,38.6
"LA",2021,38.6
"DE",2021,38.6
"NM",2021,38.6
"IN",2021,38.6
